,date,position
1188,2021-02-02,"['UR102', 'UR103', 'UR104', 'UR106', 'UR108', 'UR107', 'JR103', 'SA111', 'SA112', 'SA108']"
1189,2021-02-03,"['UR102', 'UR108', 'JR103', 'SA111', 'SA112', 'SA108', 'SA109', 'FG109', 'SA106', 'FG108']"
1190,2021-02-04,"['JR103', 'SA111', 'SA108', 'SA109', 'SA106', 'SA105', 'SA104', 'SA102', 'SA107', 'SA103']"
1191,2021-02-05,"['SA112', 'SA111', 'SA110', 'SA108', 'SA109', 'SA106', 'SA105', 'SA104', 'FG109', 'FG111']"
1192,2021-02-08,"['FG102', 'SA110', 'SA111', 'SA108', 'AP112', 'AP111', 'FG107', 'SA105', 'SA109', 'SA104']"
1193,2021-02-09,"['FG102', 'AP112', 'AP111', 'AP110', 'FG103', 'SA110', 'FG107', 'SA108', 'SA112', 'FG105']"
1194,2021-02-10,"['FG102', 'AP112', 'AP111', 'AP110', 'TA102', 'TA104', 'TA103', 'TA105', 'TA106', 'TA107']"
1195,2021-02-18,"['PF105', 'PF106', 'FG102', 'AP112', 'AP110', 'PF107', 'AP111', 'PF108', 'TA111', 'FG103']"
1196,2021-02-19,"['PF105', 'PF106', 'PF112', 'PF107', 'PF108', 'PF109', 'PF110', 'CF105', 'PF111', 'AP110']"
1197,2021-02-22,"['CY104', 'CY103', 'PF105', 'CY108', 'CY107', 'CY105', 'PF106', 'CY106', 'CY109', 'CY112']"
1198,2021-02-23,"['CY104', 'CY103', 'CY108', 'CY107', 'CY105', 'CY106', 'CY109', 'CY112', 'CY111', 'CY110']"
1199,2021-02-24,"['CY104', 'CY103', 'CY108', 'CY107', 'CY105', 'CY106', 'CY109', 'CY112', 'CY111', 'CY110']"
1200,2021-02-25,"['CY104', 'CY108', 'CY107', 'CY105', 'CY103', 'CY106', 'CY109', 'CY112', 'CY111', 'CY110']"
