,date,position
602,2018-09-04,"['TA809', 'TA810', 'TA811', 'TA812', 'CY812', 'CY811', 'CY810', 'RS811', 'RS809', 'FG809']"
603,2018-09-05,"['TA809', 'CY812', 'CY811', 'CY810', 'OI907', 'RS809', 'RS811', 'PM809', 'FG811', 'ZC906']"
604,2018-09-06,"['TA809', 'CY812', 'CY811', 'CY810', 'RS809', 'OI907', 'PM809', 'ZC906', 'PM905']"
605,2018-09-07,"['CY812', 'CY811', 'CY810', 'RS809', 'OI907', 'PM809', 'ZC811', 'FG812', 'ZC901', 'ZC902']"
606,2018-09-10,"['RS809', 'ZC811', 'ZC901', 'ZC902', 'ZC905', 'ZC903', 'ZC907', 'RI809', 'RI901', 'RI811']"
607,2018-09-11,"['RS809', 'ZC902', 'ZC901', 'ZC905', 'RI809', 'RI901', 'RI905', 'RI811', 'RI903', 'WH809']"
608,2018-09-12,"['CY812', 'CY811', 'CY810', 'RS809', 'CY809', 'ZC902', 'ZC901', 'ZC905', 'WH809', 'SF810']"
609,2018-09-13,"['RS809', 'ZC812', 'ZC902', 'FG810', 'RI901', 'RI809', 'RI811', 'RI905', 'RI903', 'WH809']"
610,2018-09-14,"['CY812', 'CY811', 'CY810', 'RS809', 'CY809', 'ZC906', 'WH809', 'WH811', 'JR809', 'JR811']"
611,2018-09-17,"['CY812', 'CY811', 'CY810', 'ZC901', 'WH907', 'ZC905', 'CY906', 'WH811', 'SR905', 'SR811']"
612,2018-09-18,"['WH907', 'ZC905', 'ZC906', 'CY906', 'SR909', 'SR905', 'SR907', 'SR903', 'SR901', 'RM903']"
613,2018-09-19,"['SM812', 'SM810', 'OI901', 'WH907', 'ZC905', 'ZC904', 'ZC906', 'CY906', 'WH905', 'SF903']"
614,2018-09-20,"['SM812', 'SM810', 'SF903', 'SF904', 'ZC901', 'ZC812', 'ZC902', 'ZC905', 'ZC903', 'ZC904']"
615,2018-09-21,"['SM812', 'SF903', 'SF904', 'SM810', 'CY906', 'SF902', 'MA810', 'ZC901', 'ZC811', 'ZC902']"
616,2018-09-25,"['AP907', 'SM812', 'SF904', 'SF903', 'CY906', 'SF902', 'SM810', 'MA810', 'MA903', 'MA812']"
617,2018-09-26,"['SM812', 'CY906', 'SF902', 'MA810', 'SM810', 'SF906', 'MA903', 'RM811', 'MA902', 'ZC902']"
618,2018-09-27,"['SM812', 'SF902', 'MA810', 'WH907', 'RM811', 'MA903', 'ZC810', 'ZC902', 'ZC908', 'ZC906']"
619,2018-09-28,"['SM812', 'MA810', 'RM811', 'SF810', 'WH907', 'SF811', 'SF906', 'RM901', 'ZC810', 'ZC908']"
620,2018-10-08,"['SF904', 'SF903', 'MA810', 'SF810', 'SF901', 'AP810', 'RM811', 'WH907', 'SF812', 'RM901']"
621,2018-10-09,"['MA810', 'SF810', 'AP810', 'SF811', 'RM811', 'RM901', 'RM903', 'MA903', 'SR903', 'MA902']"
622,2018-10-10,"['CY908', 'MA810', 'AP810', 'SF810', 'SF811', 'AP812', 'RM811', 'SF901', 'SF812', 'RM901']"
623,2018-10-11,"['AP810', 'SM812', 'MA810', 'SM903', 'SM904', 'SF810', 'RS811', 'SF811', 'RM811', 'RM901']"
624,2018-10-12,"['AP810', 'RS811', 'MA810', 'SM812', 'SF810', 'SM903', 'SM904', 'SF811', 'RM811', 'RM901']"
625,2018-10-15,"['RS811', 'MA810', 'SF810', 'SM903', 'SM812', 'SF811', 'SM904', 'RM901', 'MA811', 'MA903']"
626,2018-10-16,"['RS811', 'MA810', 'SF810', 'SF811', 'SM903', 'SM812', 'SM904', 'RM811', 'MA811', 'SR903']"
627,2018-10-17,"['CY908', 'RS811', 'SF810', 'SF811', 'CY907', 'SM903', 'SM812', 'SM904', 'RM811', 'SR903']"
628,2018-10-18,"['RS811', 'CY908', 'SF810', 'AP810', 'SF811', 'CY907', 'SM812', 'SM903', 'SM904', 'SR903']"
629,2018-10-19,"['AP810', 'SM903', 'CY907', 'SM904', 'SR903', 'SR905', 'SR901', 'SR907', 'SM906', 'SR811']"
630,2018-10-22,"['SF811', 'SM903', 'SM904', 'SR903', 'SR905', 'MA811', 'SR901', 'SM902', 'SR907', 'SR909']"
631,2018-10-23,"['SF811', 'SM903', 'SM902', 'SR903', 'SR905', 'SR901', 'SR907', 'SR909', 'SR811', 'SM906']"
632,2018-10-24,"['SF811', 'SM903', 'SM902', 'SR905', 'SR903', 'SR907', 'SR909', 'RM811', 'SR811', 'MA811']"
633,2018-10-25,"['SM903', 'SM902', 'SM906', 'SR907', 'SR909', 'SM907', 'SM905', 'RM811', 'SR811', 'SM908']"
634,2018-10-26,"['SM903', 'SM902', 'SM904', 'SM901', 'SM906', 'SR909', 'SM907', 'SM905', 'SR907', 'SR811']"
635,2018-10-29,"['SM903', 'SM902', 'SM904', 'SM901', 'SM906', 'SM907', 'SM905', 'SR909', 'SM908', 'SF905']"
636,2018-10-30,"['SM903', 'SM902', 'SM812', 'SM901', 'SM904', 'SM906', 'SM811', 'SM907', 'SM905', 'SM908']"
637,2018-10-31,"['FG811', 'LR901', 'OI907', 'LR903', 'WH905', 'WH901', 'LR811', 'RI905', 'RI811', 'AP907']"
638,2018-11-01,"['LR905', 'LR901', 'OI907', 'LR903', 'WH905', 'WH901', 'LR811', 'AP811', 'AP907', 'AP905']"
639,2018-11-02,"['FG811', 'LR901', 'WH811', 'WH901', 'LR903', 'WH905', 'LR811', 'FG901', 'AP905', 'AP903']"
640,2018-11-05,"['WH811', 'LR901', 'WH901', 'FG902', 'FG903', 'CF907', 'CF905', 'CF903', 'CF901', 'CF811']"
641,2018-11-06,"['WH811', 'FG811', 'LR901', 'WH901', 'WH905', 'WH907', 'FG901', 'FG902', 'FG905', 'AP907']"
642,2018-11-07,"['AP907', 'WH811', 'WH901', 'WH907', 'WH905', 'FG902', 'RI811', 'AP905', 'AP812', 'AP903']"
643,2018-11-08,"['AP907', 'AP811', 'AP905', 'WH811', 'WH901', 'RI811', 'AP903', 'AP901']"
644,2018-11-09,"['AP907', 'AP811', 'AP905', 'AP903', 'AP812', 'WH811', 'WH901', 'WH903', 'RI811', 'AP901']"
645,2018-11-12,"['AP907', 'AP905', 'AP903', 'AP901', 'WH909', 'CF907', 'CF909', 'CF905', 'CF901', 'CF903']"
646,2018-11-13,"['AP907', 'AP905', 'AP903', 'RI811', 'WH903', 'WH909', 'LR811', 'CF907', 'CF811']"
647,2018-11-14,"['AP907', 'AP811', 'WH811', 'WH901', 'RI811', 'WH907', 'WH909', 'WH903', 'WH905', 'LR811']"
648,2018-11-15,"['AP907', 'AP905', 'AP903', 'AP812', 'WH901', 'WH909', 'WH907', 'WH903', 'WH905', 'LR903']"
649,2018-11-16,"['AP907', 'AP905', 'AP903', 'AP901', 'AP812', 'WH901', 'WH903', 'WH907', 'WH905', 'ZC904']"
650,2018-11-19,"['AP907', 'AP905', 'AP903', 'AP901', 'AP812', 'WH901', 'WH903', 'WH907', 'WH905', 'ZC904']"
651,2018-11-20,"['AP907', 'AP905', 'AP903', 'AP901', 'AP812', 'WH901', 'WH903', 'ZC908', 'ZC904', 'ZC902']"
652,2018-11-21,"['AP903', 'AP901', 'AP812', 'WH901', 'ZC908', 'ZC904', 'ZC902', 'RM905', 'SF902', 'MA909']"
653,2018-11-22,"['AP901', 'AP812', 'WH901', 'WH909', 'JR903', 'WH905', 'ZC904', 'ZC908', 'JR905', 'ZC906']"
654,2018-11-23,"['AP907', 'AP905', 'AP903', 'AP901', 'AP812', 'WH901', 'WH909', 'JR903', 'JR905', 'ZC904']"
655,2018-11-26,"['AP903', 'AP901', 'WH901', 'WH909', 'RS908', 'ZC908', 'ZC907', 'ZC906', 'ZC902', 'ZC901']"
656,2018-11-27,"['WH909', 'RS909', 'RS907', 'LR905', 'LR907', 'ZC906', 'JR907', 'OI903', 'OI901', 'OI905']"
657,2018-11-28,"['LR905', 'PM901', 'LR907', 'ZC902', 'OI903', 'OI901', 'OI905', 'OI909', 'CY901', 'CY812']"
658,2018-11-29,"['LR905', 'PM901', 'LR907', 'JR907', 'ZC902', 'FG901', 'OI903', 'CY901', 'CY812', 'CY902']"
659,2018-11-30,"['JR903', 'LR905', 'LR907', 'JR905', 'LR901', 'ZC902', 'JR907', 'FG901', 'FG905', 'FG906']"
660,2018-12-03,"['JR903', 'JR905', 'RS908', 'LR901', 'ZC902', 'FG905', 'FG906', 'OI903', 'OI901', 'OI905']"
661,2018-12-04,"['JR903', 'PM901', 'JR905', 'FG901', 'ZC908', 'LR901', 'ZC909', 'ZC907', 'ZC905', 'FG905']"
662,2018-12-05,"['JR903', 'CY812', 'CY901', 'JR905', 'LR901', 'ZC907', 'FG905', 'FG909', 'FG908', 'FG903']"
663,2018-12-06,"['FG901', 'OI905', 'OI901', 'OI903', 'FG905', 'ZC902', 'ZC906', 'FG909', 'OI909', 'FG908']"
664,2018-12-07,"['CY812', 'CY901', 'OI905', 'OI901', 'OI903', 'OI909', 'FG901', 'FG905', 'FG909', 'ZC902']"
665,2018-12-10,"['CY812', 'CY901', 'CY902', 'CY903', 'OI905', 'OI901', 'OI903', 'OI909', 'CY904', 'FG901']"
666,2018-12-11,"['CY812', 'CY901', 'CY902', 'CY903', 'CY904', 'OI905', 'OI901', 'OI903', 'OI909', 'FG901']"
667,2018-12-12,"['CY812', 'CY901', 'CY902', 'CY903', 'CY904', 'CY907', 'OI903', 'OI909', 'FG905', 'FG909']"
668,2018-12-13,"['CY812', 'CY901', 'CY902', 'CY903', 'CY907', 'CY904', 'OI905', 'OI903', 'OI901', 'OI909']"
669,2018-12-14,"['CY907', 'CY906', 'SF908', 'OI905', 'SM907', 'SF907', 'SF906', 'OI903', 'OI901', 'OI909']"
670,2018-12-17,"['SM907', 'SM906', 'OI903', 'TA901', 'PM909', 'FG905', 'FG909', 'FG908', 'FG906', 'FG904']"
671,2018-12-18,"['CY901', 'SM907', 'CY902', 'CY903', 'SM906', 'TA901', 'TA902', 'OI903', 'TA904', 'TA903']"
672,2018-12-19,"['CY901', 'CY907', 'CY906', 'CY908', 'SF908', 'TA901', 'SF907', 'SF906', 'CY905', 'TA902']"
673,2018-12-20,"['SF908', 'SF907', 'SF906', 'TA902', 'TA903', 'TA904', 'TA905', 'OI905', 'OI901', 'PM909']"
674,2018-12-21,"['CY907', 'CY906', 'CY908', 'SF908', 'SF907', 'SF906', 'CY905', 'FG907', 'CF907', 'FG909']"
675,2018-12-24,"['SF908', 'SF907', 'SF906', 'FG905', 'FG909', 'FG906', 'FG910', 'FG903', 'FG902', 'ZC902']"
676,2018-12-25,"['PM909', 'PM907', 'FG903', 'FG902', 'ZC902', 'ZC908', 'ZC909', 'ZC905', 'ZC907', 'ZC903']"
677,2018-12-26,"['PM909', 'PM907', 'AP910', 'AP901', 'SF904']"
678,2018-12-27,"['SM906', 'SM907', 'PM909', 'PM907', 'PM905', 'JR907', 'LR903', 'AP910', 'LR907', 'SM905']"
679,2018-12-28,"['SF906', 'SM906', 'SM907', 'CY910', 'FG908', 'FG906', 'JR905', 'ZC911', 'PM905', 'JR907']"
680,2019-01-02,"['CY910', 'FG908', 'FG909', 'FG906', 'FG910', 'FG903', 'JR905', 'JR901', 'ZC909', 'ZC911']"
681,2019-01-03,"['CY910', 'FG909', 'FG906', 'FG910', 'FG902', 'FG903', 'JR905', 'JR903', 'JR901', 'JR907']"
682,2019-01-04,"['CY910', 'FG908', 'FG910', 'FG902', 'FG903', 'FG901', 'JR905', 'JR903', 'JR901', 'JR907']"
683,2019-01-07,"['FG902', 'FG903', 'FG901', 'SM902', 'JR905', 'JR901', 'JR903', 'JR907', 'ZC909', 'ZC903']"
684,2019-01-08,"['FG902', 'FG903', 'JR905', 'JR901', 'JR903', 'JR907', 'LR907', 'ZC909', 'ZC911', 'ZC903']"
685,2019-01-09,"['FG902', 'FG903', 'JR905', 'LR907', 'JR901', 'JR903', 'JR907', 'ZC909', 'ZC911', 'ZC903']"
686,2019-01-10,"['FG902', 'FG903', 'LR907', 'JR905', 'JR907', 'JR901', 'JR903', 'AP910', 'LR901', 'LR903']"
687,2019-01-11,"['FG903', 'LR907', 'AP910', 'AP911', 'JR905', 'JR901', 'JR903', 'JR907', 'LR901', 'LR903']"
688,2019-01-14,"['CY905', 'CY906', 'CY908', 'CY907', 'AP910', 'AP911', 'FG903', 'FG901', 'LR903', 'LR901']"
689,2019-01-15,"['CY905', 'CY906', 'CY908', 'CY907', 'AP911', 'AP910', 'FG903', 'MA911', 'FG901', 'MA908']"
690,2019-01-16,"['CY905', 'CY906', 'CY908', 'CY907', 'AP911', 'AP910', 'MA911', 'MA910', 'MA903', 'MA906']"
691,2019-01-17,"['MA911', 'SM911', 'MA908', 'MA910', 'FG902', 'MA906', 'MA909', 'MA905', 'MA907', 'MA904']"
692,2019-01-18,"['CY906', 'CY905', 'CY908', 'CY907', 'CY911', 'SM911', 'MA911', 'MA907', 'MA909', 'MA905']"
693,2019-01-21,"['CY906', 'CY907', 'CY908', 'CY905', 'CY911', 'SM911', 'TA904', 'TA903', 'MA907', 'TA908']"
694,2019-01-22,"['CY906', 'CY907', 'CY908', 'CY905', 'CY911', 'TA904', 'TA903', 'CY909', 'TA905', 'SM911']"
695,2019-01-23,"['CY911', 'TA904', 'TA903', 'CY909', 'TA905', 'TA908', 'TA906', 'AP910', 'TA907', 'TA902']"
696,2019-01-24,"['CY911', 'TA904', 'CY909', 'TA903', 'TA905', 'TA908', 'TA906', 'TA907', 'TA902', 'TA909']"
697,2019-01-25,"['CY909', 'TA903', 'TA904', 'TA905', 'TA908', 'TA907', 'TA906', 'TA902', 'TA909', 'TA911']"
698,2019-01-28,"['TA903', 'TA904', 'TA905', 'TA906', 'TA908', 'TA907', 'TA902', 'TA909', 'TA911', 'TA910']"
699,2019-01-29,"['CY911', 'TA905', 'TA906', 'TA907', 'CY906', 'CY907', 'CY908', 'CY905', 'TA909', 'TA911']"
700,2019-01-30,"['CY911', 'CF911', 'CF903', 'CF905', 'CF907', 'SR905', 'CF909', 'SR909', 'OI905', 'SR911']"
701,2019-01-31,"['CY911', 'CY909', 'TA905', 'TA903', 'TA904', 'TA906', 'TA907', 'TA908', 'TA902', 'TA909']"
702,2019-02-01,"['TA905', 'TA903', 'TA906', 'TA904', 'TA907', 'TA908', 'TA902', 'TA909', 'TA911', 'TA910']"
703,2019-02-11,"['TA905', 'TA903', 'TA906', 'TA907', 'TA904', 'TA902', 'TA908', 'TA909', 'TA911', 'TA910']"
704,2019-02-12,"['TA905', 'TA903', 'TA907', 'TA904', 'TA902', 'TA908', 'TA909', 'TA911', 'TA910', 'TA912']"
705,2019-02-13,"['TA905', 'CY909', 'TA906', 'TA907', 'TA903', 'TA904', 'TA902', 'TA908', 'TA909', 'TA911']"
706,2019-02-14,"['CY909', 'TA902', 'TA909', 'AP905', 'SR905', 'AP903', 'AP907', 'SR907', 'SR903', 'SR909']"
707,2019-02-15,"['AP905', 'AP903', 'AP907', 'SM903', 'SM907', 'SM904', 'SM909', 'SM902', 'SM908', 'SM912']"
708,2019-02-18,"['AP905', 'AP907', 'AP903', 'OI911', 'SM912', 'LR903', 'JR909', 'ZC909', 'WH909', 'JR911']"
709,2019-02-19,"['AP905', 'AP907', 'OI911', 'SM912', 'OI903', 'OI905', 'OI909', 'AP912', 'AP910', 'AP911']"
710,2019-02-20,"['AP907', 'SM912', 'OI911', 'AP912', 'AP910', 'OI907', 'OI909', 'OI903', 'AP911', 'CY912']"
711,2019-02-21,"['AP907', 'SM907', 'SM902', 'AP910', 'AP912', 'AP911', 'SM908', 'OI911', 'OI907', 'CY912']"
712,2019-02-22,"['AP907', 'AP905', 'AP903', 'SM903', 'AP910', 'SM912', 'AP912', 'AP911', 'SM907', 'SM908']"
713,2019-02-25,"['AP907', 'AP905', 'AP903', 'AP910', 'AP912', 'AP911', 'SM912', 'SM907', 'SM908', 'SM910']"
714,2019-02-26,"['AP907', 'AP905', 'AP903', 'AP910', 'AP912', 'AP911', 'SM903', 'SM912', 'SM907', 'SM908']"
715,2019-02-27,"['AP907', 'AP905', 'AP910', 'AP912', 'AP911', 'AP903', 'SM912', 'SM907', 'SM910', 'SM908']"
716,2019-02-28,"['AP912', 'SM907', 'SM910', 'SM909', 'SM905', 'SM908', 'SR911', 'SM911', 'MA907', 'ZC906']"
717,2019-03-01,"['MA907', 'ZC906', 'ZC903', 'ZC905', 'ZC907', 'MA910', 'MA911', 'ZC911', 'JR903', 'JR907']"
718,2019-03-04,"['AP912', 'AP911', 'MA912', 'MA907', 'MA911', 'MA910', 'ZC905', 'ZC903', 'ZC906', 'ZC907']"
719,2019-03-05,"['AP911', 'CY905', 'CY908', 'CY907', 'CY904', 'CF909', 'CY903', 'SM905', 'CY906', 'SM911']"
720,2019-03-06,"['CY905', 'SM911', 'CY907', 'CY908', 'SM905', 'CY904', 'SM910', 'CY903', 'CY906', 'CY911']"
721,2019-03-07,"['AP912', 'AP911', 'AP910', 'CY909', 'SM907', 'SM905', 'SM908', 'SM911', 'SM910', 'SM909']"
722,2019-03-08,"['AP912', 'AP911', 'SM907', 'SM905', 'SM908', 'SM911', 'CF909', 'SM910', 'SM909', 'CY911']"
723,2019-03-11,"['AP912', 'SM907', 'SM905', 'SM908', 'CY911', 'SM910', 'OI907', 'OI905', 'SF911', 'SF910']"
724,2019-03-12,"['SM907', 'CY911', 'SM905', 'SM911', 'SM910', 'SM908', 'SM909', 'OI907', 'SM001', 'OI905']"
725,2019-03-13,"['CY911', 'SM907', 'SM905', 'SM911', 'SM910', 'SF911', 'SM908', 'SM909', 'SM001', 'SF912']"
726,2019-03-14,"['SM905', 'SM907', 'SF911', 'SM911', 'SM910', 'SM001', 'SM909', 'SF912', 'SF001', 'MA903']"
727,2019-03-15,"['SF911', 'SM905', 'SF912', 'SM001', 'SF001', 'SF905', 'SF904', 'SM904', 'MA906', 'MA904']"
728,2019-03-18,"['SF911', 'SF912', 'SF001', 'SF909', 'SF905', 'SF904', 'SM906', 'SF906', 'SF908', 'ZC904']"
729,2019-03-19,"['SM906', 'WH911', 'RM905', 'RM907', 'RM908', 'ZC904', 'RM911', 'RM909', 'JR001', 'RM001']"
730,2019-03-20,"['OI905', 'OI907', 'OI909', 'OI911', 'JR911', 'OI001', 'JR905', 'RM905', 'WH911', 'RM907']"
731,2019-03-21,"['OI905', 'OI907', 'SM904', 'OI909', 'SF001', 'OI911', 'JR911', 'JR905', 'AP905', 'RM905']"
732,2019-03-22,"['OI905', 'SM904', 'OI907', 'SM908', 'OI909', 'JR911', 'JR905', 'AP905', 'WH911', 'RM908']"
733,2019-03-25,"['OI905', 'SM904', 'SF911', 'SM905', 'SM908', 'RM905', 'RM907', 'RM908', 'PM909', 'PM001']"
734,2019-03-26,"['SF911', 'RM905', 'RM907', 'RM911', 'RM909', 'RM001', 'FG912', 'FG001', 'FG910', 'FG911']"
735,2019-03-27,"['RM905', 'RM908', 'WH911', 'RM907', 'RM911', 'RM909', 'RM001', 'WH907', 'WH905', 'FG910']"
736,2019-03-28,"['AP905', 'RM905', 'RM908', 'RM907', 'RM911', 'RM909', 'WH907', 'RM001', 'WH905', 'WH909']"
737,2019-03-29,"['CY904', 'AP905', 'WH907', 'WH905', 'WH909', 'FG001', 'FG912', 'FG910', 'FG909', 'FG905']"
738,2019-04-01,"['CY904', 'AP905', 'WH907', 'WH905', 'FG001', 'FG910', 'FG909', 'FG908', 'CY909', 'FG906']"
739,2019-04-02,"['CY904', 'AP905', 'WH907', 'WH905', 'WH909', 'ZC001', 'ZC910', 'FG912', 'FG001', 'FG910']"
740,2019-04-03,"['CY904', 'AP905', 'AP907', 'SF904', 'WH907', 'WH905', 'WH909', 'ZC909', 'CY906', 'ZC910']"
741,2019-04-04,"['CY904', 'AP905', 'SF904', 'AP907', 'WH907', 'WH905', 'WH909', 'ZC909', 'CY906', 'ZC910']"
742,2019-04-08,"['AP905', 'AP907', 'WH907', 'WH905', 'RS911', 'WH909', 'ZC909', 'FG001', 'ZC910', 'ZC906']"
743,2019-04-09,"['CY904', 'AP905', 'SF904', 'AP907', 'WH907', 'WH905', 'FG001', 'FG909', 'FG910', 'WH909']"
744,2019-04-10,"['AP905', 'AP907', 'SM909', 'TA904', 'CF001', 'CY909', 'FG001', 'FG910', 'FG909', 'CY906']"
745,2019-04-11,"['AP905', 'AP907', 'WH907', 'WH905', 'TA904', 'CY910', 'CF001', 'SM909', 'TA906', 'SM001']"
746,2019-04-12,"['AP905', 'AP907', 'WH907', 'WH905', 'CF001', 'TA907', 'CF911', 'SR001', 'SR907', 'SR911']"
747,2019-04-15,"['CY907', 'CF001', 'TA907', 'CF911', 'WH907', 'WH905', 'TA908', 'TA909', 'SR001', 'SR911']"
748,2019-04-16,"['AP905', 'AP907', 'CY907', 'CF001', 'TA907', 'CF911', 'TA909', 'TA908', 'TA906', 'TA905']"
749,2019-04-17,"['AP905', 'AP907', 'CY907', 'CF001', 'TA907', 'TA908', 'TA909', 'SR001', 'TA905', 'SR911']"
750,2019-04-18,"['AP905', 'AP907', 'CY907', 'TA907', 'TA910', 'SR001', 'TA905', 'SR911', 'SR909', 'SR907']"
751,2019-04-19,"['AP905', 'AP907', 'SR001', 'CY908', 'JR909', 'OI905', 'SM910', 'FG910', 'FG907', 'FG002']"
752,2019-04-22,"['AP905', 'AP907', 'CY908', 'SR001', 'SR911', 'SR909', 'WH907', 'WH905', 'SM910', 'FG911']"
753,2019-04-23,"['AP905', 'AP907', 'CY908', 'CF911', 'CF001', 'SR001', 'SR911', 'CF907', 'SR907', 'CF905']"
754,2019-04-24,"['AP905', 'CY908', 'AP907', 'CF911', 'CF001', 'SR001', 'SR911', 'SR909', 'CF909', 'CF905']"
755,2019-04-25,"['AP905', 'AP907', 'TA908', 'JR909', 'WH907', 'WH905', 'TA905', 'AP910', 'CY910', 'JR911']"
756,2019-04-26,"['AP907', 'JR909', 'CY910', 'JR911', 'FG911', 'FG001', 'FG909', 'FG002', 'FG906', 'FG907']"
757,2019-04-29,"['AP905', 'AP907', 'JR909', 'CY910', 'WH907', 'WH905', 'JR911', 'JR001', 'FG906', 'FG911']"
758,2019-04-30,"['AP905', 'AP907', 'CY910', 'JR909', 'WH907', 'WH905', 'JR911', 'JR001', 'FG906', 'FG002']"
759,2019-05-06,"['AP905', 'AP907', 'CY910', 'CY002', 'WH907', 'WH905', 'SF907', 'SF906', 'FG002', 'LR911']"
760,2019-05-07,"['AP905', 'AP907', 'AP910', 'AP911', 'AP001', 'WH907', 'WH905', 'LR911', 'FG905', 'ZC908']"
761,2019-05-08,"['AP905', 'AP907', 'AP910', 'AP911', 'AP912', 'WH907', 'WH905', 'AP001', 'SF907', 'JR909']"
762,2019-05-09,"['AP905', 'AP907', 'AP910', 'CY001', 'AP911', 'AP912', 'WH907', 'WH905', 'AP001', 'JR911']"
763,2019-05-10,"['AP905', 'AP907', 'AP910', 'AP911', 'AP912', 'WH907', 'WH905', 'AP001', 'SF907', 'FG912']"
764,2019-05-13,"['AP905', 'AP907', 'AP910', 'AP911', 'WH907', 'WH905', 'AP912', 'SF907', 'AP001', 'SF906']"
765,2019-05-14,"['AP907', 'AP905', 'AP910', 'AP911', 'AP912', 'WH907', 'WH905', 'AP001', 'SF907', 'SF906']"
766,2019-05-15,"['AP907', 'AP905', 'AP910', 'AP911', 'AP912', 'AP001', 'SF907', 'SF906', 'SF908', 'SM908']"
767,2019-05-16,"['AP907', 'AP905', 'AP910', 'AP911', 'AP912', 'AP001', 'WH907', 'WH905', 'AP003', 'SF906']"
768,2019-05-17,"['AP907', 'AP905', 'AP910', 'AP911', 'AP912', 'AP001', 'AP003', 'WH907', 'WH905', 'SF910']"
769,2019-05-20,"['AP907', 'AP910', 'AP911', 'AP912', 'AP001', 'AP003', 'WH907', 'SF910', 'WH911', 'RM908']"
770,2019-05-21,"['AP907', 'AP910', 'AP911', 'AP001', 'AP912', 'AP003', 'RM908', 'RM909', 'RM911', 'FG908']"
771,2019-05-22,"['AP907', 'AP910', 'AP911', 'AP001', 'AP912', 'AP003', 'WH907', 'RM908', 'RM909', 'RM911']"
772,2019-05-23,"['AP907', 'AP910', 'AP001', 'AP911', 'AP912', 'AP003', 'RM908', 'RM909', 'RM911', 'RM907']"
773,2019-05-24,"['AP907', 'AP910', 'AP001', 'AP911', 'AP912', 'AP003', 'RM908', 'RM909', 'RM911', 'RM907']"
774,2019-05-27,"['AP910', 'AP001', 'AP911', 'AP912', 'AP003', 'RM908', 'RM909', 'RM911', 'RM907', 'FG908']"
775,2019-05-28,"['AP910', 'AP001', 'AP911', 'AP912', 'AP003', 'RM908', 'RM909', 'OI909', 'RM911', 'RM907']"
776,2019-05-29,"['RM908', 'RM909', 'OI909', 'RM911', 'RM907', 'OI911', 'SM002', 'OI001', 'OI907', 'RM001']"
777,2019-05-30,"['RM908', 'RM909', 'RM911', 'OI909', 'RM907', 'OI911', 'OI001', 'OI907', 'SM909', 'RM001']"
778,2019-05-31,"['RM908', 'RM909', 'RM911', 'RM907', 'OI909', 'SM909', 'OI911', 'OI907', 'OI001', 'RM001']"
779,2019-06-03,"['RM908', 'RM909', 'RM911', 'RM907', 'RM001', 'SM909', 'OI907', 'OI001', 'OI911', 'RM003']"
780,2019-06-04,"['RM911', 'RM907', 'RM001', 'RM003', 'SM002', 'SM003', 'FG907', 'WH001', 'SR907', 'SR911']"
781,2019-06-05,"['RM908', 'RM909', 'RM911', 'RM907', 'RM001', 'RM003', 'OI907', 'OI909', 'OI911', 'SM002']"
782,2019-06-06,"['RM908', 'RM909', 'RM911', 'RM907', 'RM001', 'OI907', 'OI911', 'SM003', 'FG906', 'SR907']"
783,2019-06-10,"['OI907', 'OI001', 'FG906', 'SR909', 'SR911', 'SR001', 'SR003']"
784,2019-06-11,"['SM909', 'OI907', 'OI001', 'FG906', 'RI909', 'RI001', 'RI003', 'RI907', 'RI911', 'SM906']"
785,2019-06-12,"['SM909', 'OI907', 'OI001', 'SM004', 'SM908', 'SM001', 'SM003', 'FG906', 'FG912', 'RI911']"
786,2019-06-13,"['SM909', 'OI001', 'SM004', 'SM003', 'SM001', 'SM002', 'SM911', 'FG906', 'RI911', 'FG912']"
787,2019-06-14,"['RM001', 'RM003', 'SM909', 'OI907', 'SM003', 'SM002', 'SM911', 'SF908', 'FG906', 'RI911']"
788,2019-06-17,"['RM001', 'RM003', 'SM003', 'SF908', 'SM002', 'SM911', 'OI003', 'FG906', 'SM907', 'SM906']"
789,2019-06-18,"['RM003', 'SM003', 'SM002', 'SM911', 'SM907', 'SF909', 'FG907', 'CY907', 'SF002', 'FG911']"
790,2019-06-19,"['SM003', 'SM002', 'SM911', 'SF909', 'SM907', 'SF002', 'FG907', 'SF001', 'FG909', 'SF912']"
791,2019-06-20,"['CY907', 'SM003', 'SM911', 'SF909', 'SM002', 'SM907', 'SF002', 'SF001', 'FG907', 'SF912']"
792,2019-06-21,"['CY907', 'SF908', 'SM911', 'SM003', 'SF909', 'SM907', 'SF002', 'SM002', 'SF001', 'SF907']"
793,2019-06-24,"['SF908', 'SM911', 'SM907', 'SF909', 'SF002', 'SM909', 'SM002', 'SF001', 'SF912', 'SF004']"
794,2019-06-25,"['CY907', 'SF908', 'SM911', 'SM907', 'SM909', 'SM002', 'SF912', 'SM910', 'CY909', 'TA907']"
795,2019-06-26,"['CY909', 'SF908', 'SM911', 'SM907', 'SM909', 'SM002', 'SM003', 'TA907', 'CY911', 'SM910']"
796,2019-06-27,"['CY907', 'CY909', 'CF001', 'SF908', 'CF911', 'SM911', 'TA907', 'CF907', 'CF909', 'SF002']"
797,2019-06-28,"['CY909', 'CY907', 'CF001', 'CF003', 'TA907', 'CF911', 'CF907', 'CF909', 'AP907', 'SM911']"
